,Suzhou,Yangzhou,Anqing,Changzhou,Chizhou,Chuzhou,Hangzhou,Hefei,Huzhou,Jiaxing,Jinhua,Maanshan,Nanjing,Nantong,Ningbo,Shaoxing,Tai1zhou,Tai4zhou,Tongling,Wuxi,Wuhu,Xuancheng,Yancheng,Zhenjiang,Zhoushan,Shanghai
13,5321450,693701,58429,2043894,108652,181439,6838634,792458,1097614,385499,1336012,316626,3181107,3826734.8,917241,3210528,1371160,10913800,133296,4141081,481608,219182,580466,265660,30485,10280000
14,8076997,1889732,69598,317546,0,171460,6565496,134550,3045401,6358296,540082,9308,227731,4198314.6,1505041,4917079,4996,88200,0,3063055,11454,30419,525040,112976,5706,17650000
15,13926210,735841,2604008,2522606,54002,1249264,6039650,3228404,1124945,3553151,1675961,227335,1754327,3166147.1,5066129,2361436,1119857,1311900,187015,6061623,1229163,1556909,877002,832276,27915,8708700
16,8088397,1806736,1789878,4892408,1470768,3488813,8029454,3286262,5192372,6503298,2532294,1630425,3990307,8689242.1,4340586,3258476,338525,1648700,1397530,4738659,3913839,1790058,2942382,2219193,468788,7448100
17,24969785,3696286,20841,13157001,1420965,240649,936226,1238988,1578348,2569681,1073040,11371583,10552970,808095.9,3793747,774999,66745,1208400,1297050,14566568,2778510,827444,1984332,2695754,7332,11682500
18,7838020,2430485,95844,5067642,1314197,1290403,3675505,293291,952014,571404,1660481,388870,1730961,1428667.9,7374160,4872818,62214,915200,15009771,9720359,2398972,1238134,2729490,2599365,3205,3389900
19,12301534,3583147,746235,5982189,148030,2053816,5700899,4150109,2231210,5339673,6408618,1394236,2292107,10358862.5,7138842,2034781,444876,4181200,128068,13058769,1099083,1309608,6702186,2550945,152311,9090400
20,1374802,1778303,772454,8906933,121346,808547,12032063,4976666,4029447,6080071,2315757,2241350,5972035,12505646.3,10990876,4868794,1774661,3250000,178840,12875105,2963738,1457155,3181632,1319637,270166,31166100
21,17743852,1286600,561672,8668474,150578,661747,3450453,2271799,1719955,2244554,863843,761450,3273326,5893104.4,6585161,2676891,824782,2405900,145423,8962877,1125450,49831,1760569,3003522,514415,14534300
22,20154848,7119133,801085,4694201,77912,1102406,6740543,10476220,1003669,3025677,2018293,777467,12103270,4465586.2,25073556,1244366,1369138,1890200,18661,11913084,10384020,1120344,4661672,2735989,224852,66665400
23,3581175,1341819,44316,3921602,9590,316228,900868,306773,65978,121789,1307239,49471,3184348,10564432.3,1480069,171459,404906,3765800,124639,3390145,462123,8019,232771,1249915,1236925,8083000
24,28115480,7716789,1107198,21936312,679878,5538847,14180833,14580029,5703407,9290623,3345090,959332,13993843,21649131.1,24803351,5381946,741765,5306500,1269294,25679623,7321223,1199661,5328064,4750719,121108,22305300
25,104680862,3224641,342300,6190085,370345,3530116,25296636,22588233,1085922,10804184,2137887,450660,19710604,12078602.2,13647986,1679073,151525,2744900,650055,27129608,1723256,806783,2931128,1714195,19906,55184200
26,5581740,1588583,24586,2266000,10735,98268,4198428,567514,202755,859866,311037,69949,3326919,5010405.5,3578847,352929,197487,652900,14998,1746240,296894,54457,377936,375860,21354,4108400
27,219173,289373,488215,8304,71537,4493,220298,125308,120723,306949,325920,38861,52228,84173.8,397274,231063,126365,9700,525,99192,38233,10345,21667,58664,0,498000
