,Suzhou,Yangzhou,Anqing,Changzhou,Chizhou,Chuzhou,Hangzhou,Hefei,Huzhou,Jiaxing,Jinhua,Maanshan,Nanjing,Nantong,Ningbo,Shaoxing,Tai1zhou,Tai4zhou,Tongling,Wuxi,Wuhu,Xuancheng,Yancheng,Zhenjiang,Zhoushan,Shanghai
11,1009898,273704,3945355,116573,7153,21284.62,164124,24379,51169,369486,39459,768614,9301434,73824,16432967,18000,963,2245800,601827,1553215,44410,12078,195204,742818,2400903,13671600
12,16869378,3708958,1400842,7085188,1043970,3052105.14,8097733,3105887,2332056,12016806,1548326,1289060,17651165,15452533,17777317,7762377,434259,6351100,1154086,12192835,1158246,1722508,1502465,4994695,53468,29857300
13,3905803,611187,380093,1712114,87066,177810.22,6512571,682988,494142,342908,128325,299492,3239550,3628462,707427,2665348,1260692,9471600,84013,3673592,494518,176592,590178,310322,31012,9520100
14,10429062,2139727,42577,355321,0,168030.8,9329144,459703,3508113,7452629,694931,9661,262591,3825015,1971040,5708196,6064,75800,0,6065754,11926,17560,597738,99431,7379,230200
15,13149305,697373,2657791,2207123,72179,1224278.72,5851354,3031918,977745,3652647,1491057,242635,1574301,2656627.5,4770260,2255158,1048611,1261400,62759,5986011,1439691,1452551,676125,690454,32760,8900300
16,7281315,1440670,1815387,4544550,1144891,3419036.74,6737526,3455854,4773340,6108778,2272450,1514421,3855754,7119168.8,4122885,2863918,280558,1532000,1408036,4348221,3629020,1691274,2664090,2236516,394814,6994500
17,23073229,3702951,8365,11802337,948246,235836.02,823360,979920,1654582,2460487,1083827,10590061,9854329,675576,3744567,639424,58622,1224300,1069510,13559930,2736380,791924,2291946,2711292,11588,11327800
18,7075193,2348295,91455,5549773,1334135,1264594.94,4013880,467616,891271,612116,1877085,249995,1726073,1370725.1,8534827,4174661,64759,930000,11300589,12715420,2139258,1359338,1135837,2405830,0,3298300
19,11450808,1801214,678643,5577954,136935,2012739.68,5381405,3904205,2126560,4598812,5981100,1590208,1985102,8196868,6341107,2007199,453541,3816600,102922,8987304,1126444,1048297,6758956,2044685,144755,9671200
20,27951865,1806711,825695,8025036,122217,792376.06,10610207,3799988,3427921,5761927,2066643,2222467,4903823,10791558.5,10242033,4882644,1622112,3180900,153744,12001344,2930571,1356819,2817535,1226676,243316,30123400
21,15503194,1183104,583407,7848335,139342,648512.06,2566163,2270220,1166178,2033634,724187,716448,2564847,4869609.9,6000495,2488903,711143,1788800,123609,7554778,961155,454850,1532179,2336274,373120,13604000
22,18552549,6331451,735037,5417379,75111,1080357.88,5959003,7978295,937030,2692962,2374250,811926,13763754,4095117,25421957,1373216,1403018,1578000,71264,10841862,10091657,950207,5025185,2429380,282611,65572500
23,3687054,1123554,40007,4418625,8749,309903.44,818156,284904,53059,110787,1108190,48108,3053014,10385268.3,1309115,188566,333010,3929000,134706,3023175,298789,8854,178312,1248934,1344487,7728000
24,24921686,9016040,769346,20848985,522116,5428070.06,12566465,14101045,4959324,8455119,2563359,1095764,11840544,19349525.5,21332989,5123646,733365,4344100,1201879,23797045,7790323,1087671,4484529,4397383,119232,21829600
25,100830897,3194574,304019,6478505,170277,3459513.68,23545849,17892424,855389,7337765,1705445,241266,13584179,8006999.5,11501022,1146840,229626,2232100,351347,23149299,1935037,861700,2282254,1760157,17560,51659400
26,4546086,1406624,7425,2027309,10127,96302.64,3692155,430824,173345,732129,295533,63262,2827515,4606664.4,3273001,199828,195379,644600,10146,1486962,270427,66190,432621,371925,15063,4011500
27,164463,417786,530099,2802,73130,4403.14,250945,174477,132260,297004,311987,46515,35092,60192,376406,290457,131079,9600,2098,101438,42375,12121,18177,51028,0,525900
