,Suzhou,Yangzhou,Anqing,Changzhou,Chizhou,Chuzhou,Hangzhou,Hefei,Huzhou,Jiaxing,Jinhua,Maanshan,Nanjing,Nantong,Ningbo,Shaoxing,Tai1zhou,Tai4zhou,Tongling,Wuxi,Wuhu,Xuancheng,Yancheng,Zhenjiang,Zhoushan,Shanghai
14,10283667,709865,27414,544445,0,86878,5830611,552989,1855171,5150033,467404,5350,473550,3524841,1603542,9841025,5190,423700,0,4854858,3156,16461,1177392,58021,312656,319100
15,8302203,1904379,2762485,1300513,107088,741058,6263939,3594700,881303,2881034,1588146,307920,1903369,1979477,4157233,4747799,810765,2146300,185317,3081559,1319281,2234928,1615813,1109386,57597,8603900
16,4928380,2264649,1617433,3796768,749107,1903692,4590913,3301780,3057145,3230112,1776381,1271001,3552536,3778246,2090814,2202550,130919,1834500,1035325,2388998,3630693,1188884,4352612,3803955,242593,5429400
17,24873183,3650785,95845,14698929,556745,460213,2013981,3458982,3045736,3291787,1372665,7170145,5956438,2336584,4447853,1685111,53163,5064400,350372,13432633,4649319,1381420,2321696,2094411,31391,11867000
18,5577256,1920328,274116,3254366,818959,597096,4337132,369885,1724395,651021,2814613,303965,3035701,2018866,6422248,5440266,100554,1391400,12746829,11504603,3675197,1333315,2028743,2927204,5339,3874500
19,8291191,3771382,600906,5164940,120838,860217,4204381,49590658,786044,1870396,5763919,1074603,4405404,7619586,4135659,2709323,288526,9926100,144653,7803033,1387261,356955,1997619,4317283,70291,8963700
20,19861436,4611255,1568620,6627522,297046,1008472,8788330,6318867,2773946,3772676,1878351,2230353,4809225,11011649,7577793,7945388,1016033,7401500,111153,8755230,4893830,955686,9619426,4535624,169600,25150400
21,9624018,5737828,714136,6124124,105856,801243,1798287,4395606,594216,1343346,860109,846717,2699799,6781494,4267599,3544572,421315,6499700,114135,6486849,1616426,264595,4409522,2616381,490051,10417700
22,13225897,10788793,942193,2622605,202104,1327442,6702968,8442771,893897,1396943,3641224,867376,17906828,1520775,14821509,3046807,748636,2065700,254714,6048544,9492971,663211,11396933,2411429,150195,52238000
23,2850455,3353594,44331,4087792,127970,192652,457194,278697,104238,81414,1196062,906314,3826742,4213523,1784466,53533,352488,12151600,96739,3132645,670627,120583,230842,3867274,7399043,8114500
24,25615814,19799399,804871,18650047,500541,5859631,11196097,21161692,6362348,5285610,2868198,799000,9078417,19735819,16042726,5549509,633049,14612400,1558248,21426298,11445300,936152,4036453,14549529,86985,21508400
25,99380666,4337938,248148,6322682,148032,1957121,11578056,12778947,596857,3431103,1741391,341592,23646054,7972660,8151160,964137,83943,4744500,349232,18769323,1890996,608632,1124115,5130567,45739,53233900
26,3357786,4858564,26554,1757413,91641,312954,2220434,3857356,115319,490979,805740,68394,3184464,6175390,1856088,247457,201749,2406800,23254,1053914,611963,104313,1327791,3892280,59671,3319800
27,62005,1542518,388095,2206,112718,3029,239003,187256,168798,162456,527953,182626,36473,59040,421121,478848,212623,107300,12941,71788,24287,9415,9837,343823,101081,535800
