,321100,321200,321910,3219A0,327100,327200,327310,327320,327330,327390,327400,327910,327991,327992,327993,327999,331110,331200,331313,33131B,331410,331420,331490,331510,331520,332114,33211A,332119,332200,332310,332320,332410,332420,332430,332500,332600,332710,332720,332800,332913,33291A,332991,332996,33299A,332999,333111,333112,333120,333130,333242,33329A,333314,333316,333318,333414,333415,333413,333511,333514,333517,33351B,333611,333612,333613,333618,333912,333914,333920,333991,333993,333994,33399A,33399B,334111,334112,334118,334210,334220,334290,334413,334418,33441A,334510,334511,334512,334513,334514,334515,334516,334517,33451A,334300,334610,335110,335120,335210,335220,335311,335312,335313,335314,335911,335912,335920,335930,335991,335999,336111,336112,336120,336211,336212,336213,336214,336310,336320,336350,336360,336370,336390,3363A0,336411,336412,336413,336414,33641A,336500,336611,336612,336991,336992,336999,337110,337121,337122,337127,33712N,337215,33721A,337900,339112,339113,339114,339115,339116,339910,339920,339930,339940,339950,339990,311111,311119,311210,311221,311225,311224,311230,311300,311410,311420,311513,311514,31151A,311520,311615,31161A,311700,311810,3118A0,311910,311920,311930,311940,311990,312110,312120,312130,312140,312200,313100,313200,313300,314110,314120,314900,315000,316000,322110,322120,322130,322210,322220,322230,322291,322299,323110,323120,324110,324121,324122,324190,325110,325120,325130,325180,325190,325211,3252A0,325411,325412,325413,325414,325310,325320,325510,325520,325610,325620,325910,3259A0,326110,326120,326130,326140,326150,326160,326190,326210,326220,326290,total
331410,,,,24,,,,,,,,3,,,10,,3098,600,55,1002,3821,7124,3355,644,288,,4,,,6,,11,1,,,2,15,,39,30,35,,16,,25,,,,,156,9,6,,1,,138,49,,,,,,,,,,,,,,,2,,,0,1,,,,1189,202,630,,,3,2,3,1,17,,5,,,,,,,,1,761,85,1955,13,131,73,,,5,799,31,,,,,0,,647,34,,74,0,28,1,14,,6,72,,,79,,,,,,,,,,,,,288,,381,848,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15472
331420,,,,,,,,,,,,,,,,,,,,109,,5711,9,,258,,5,89,16,420,128,120,109,,32,55,164,398,,594,199,,177,435,79,67,24,,,1,,58,,9,54,954,231,,,,,,47,73,79,,,30,74,,,65,,3,1,8,0,109,11,2,41,137,531,66,12,21,36,18,102,103,9,2,,,81,11,80,555,216,,,,,2515,93,,243,,,,,,,,55,1279,476,,258,96,826,125,0,5,,,,,,,15,,,,,,,,,,,,1,,1,1,,,,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,4,19930
331490,,,,,,,,,1,14,,,,,,,290,242,,30,106,83,622,51,196,22,1052,62,34,9,187,9,5,32,251,25,51,193,231,5,9,2,15,85,51,39,21,4,161,14,13,,0,16,4,47,11,7,77,4,116,42,,1,171,0,6,69,,0,4,13,21,,,7,42,55,3,69,55,184,84,89,28,17,40,4,21,3,12,5,,20,35,4,58,23,26,68,55,68,91,1,44,1,394,0,120,4,2,12,0,5,19,112,199,24,27,18,102,19,1,1,17,,2,191,5,10,3,0,,,,,,,,,25,65,14,,13,15,9,,,37,258,6,8,,,,,8,14,,5,7,8,6,6,3,7,5,,7,7,7,6,6,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,10561
331510,,,1,1,,,,,,,,,,,,,160,11,,,,,,42,96,15,29,3,40,34,217,40,75,,56,10,77,550,26,337,1006,49,28,88,79,102,33,238,346,16,416,12,2,91,89,796,10,136,108,96,130,137,28,171,1089,603,421,263,86,18,17,216,400,,,,22,2,8,29,0,43,40,27,9,12,15,5,8,7,9,9,,,28,9,42,5,11,48,12,,0,,26,1,3,5,44,,27,4,0,4,482,247,1551,7,249,535,1536,,11,495,0,8,170,6,12,13,52,34,,1,,7,2,6,21,,117,184,6,,5,3,58,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16493
331520,,,,1,,,,,,,,,,,,,,,,,,,,,55,19,2,46,69,12,114,31,17,,27,10,763,198,36,162,287,13,4,67,23,10,11,35,30,12,349,16,0,165,12,87,16,166,77,135,110,9,13,24,907,35,68,68,70,4,14,365,36,,,0,8,3,2,10,1,7,10,7,0,5,16,1,7,4,1,2,,,152,38,74,1,14,66,15,2,0,,587,2,3,9,62,0,10,4,0,4,2376,398,818,0,23,931,1368,13,2,20,0,20,9,31,5,20,0,45,,1,1,10,1,9,23,,33,23,1,,1,1,91,,,0,6,1,1,,,,,1,1,,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,62,12324
332114,,,,2,,,,,8,51,,,,,,,,,,,,2,,,105,171,27,15,7,144,110,46,20,85,2,35,39,62,251,3,51,16,7,39,10,5,1,6,170,12,48,,1,104,3,14,2,12,8,16,7,123,1,7,36,2,3,36,8,21,16,34,6,,0,1,,4,0,0,1,14,373,9,,,,,,30,4,1,,,7,1,51,4,4,93,27,5,10,18,17,7,6,4,19,6,15,9,1,17,56,15,2077,25,76,31,236,13,0,21,,3,40,7,4,3,36,6,,9,0,7,1,14,24,1,191,272,1,,2,1,10,0,1,313,19,1,1,,,,,1,2,,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,,29,6712
33211A,,,,3,,,,,,,4,,,,5,3,,,,,,,,,42,212,1439,31,92,29,22,50,64,3,104,13,295,490,66,315,283,92,132,268,35,130,14,1,839,5,209,3,1,50,9,51,13,48,22,24,20,161,29,83,983,87,251,154,21,31,12,63,84,5,,13,12,86,24,8,0,15,74,26,5,31,27,1,7,211,19,2,,,135,2,47,11,16,155,21,35,5,,86,,9,2,9,4,5,3,0,4,695,83,53,145,36,153,109,121,703,136,148,42,102,192,43,1,13,28,,15,,12,2,24,40,2,11,56,0,,1,1,1,1,2,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,319,13042
332119,,,,24,20,,,,,,,,,,,,,,,,,,,0,,9,7,343,21,98,16,23,7,5,27,20,49,14,36,105,21,5,3,42,64,374,134,16,99,20,129,12,3,27,8,252,4,7,6,5,6,21,2,7,29,5,5,48,7,16,8,18,7,1,1,11,2,25,6,19,10,80,58,65,33,24,10,29,9,106,10,5,,,18,35,912,13,93,128,43,71,46,,266,,237,3,10,4,5,2,2,31,29,15,17,706,82,166,57,12,16,21,3,3,4,4,3,6,17,6,2,61,1,8,33,92,342,3,19,16,4,,4,3,5,3,6,5,26,,,,,,2,,,1,1,2,,,,1,,,,,3,,,2,,,,,,,,,,,,,1,,,563,,58,,,,,,,,,,,,,,,,142,,1,9,13,,,,81,,,208,,6,,,,,,,8,9,,72,10943
332200,37,1,3,5,,1,,3,0,2,,,62,0,1,,9,1,0,1,,2,1,5,5,9,9,18,20,37,12,25,8,11,32,20,54,15,42,8,61,3,11,52,12,5,3,4,62,17,38,6,1,27,7,16,3,8,7,5,6,21,1,9,13,5,5,16,8,37,8,16,7,,0,0,,3,1,1,1,1,16,5,0,13,3,3,14,30,38,0,,0,1,2,10,4,5,30,14,6,2,1,17,0,1,6,20,9,11,7,0,6,21,10,11,30,84,19,26,12,12,21,,2,190,6,4,6,27,8,0,6,,5,9,21,39,4,25,22,5,1,3,3,6,3,3,10,20,,,,,,,,1,,1,,,,,14,25,,4,1,1,,,1,,5,0,0,,,,,,,0,0,,,1,28,13,6,2,0,0,0,1,,,,,,,,,1,0,3,1,,,,,,,,,1,1,,6,8,5,1,3,2,3,56,9,1,60,8756
332310,,57,,30,,,,,4,116,,,,,,,,24,,,,,,,,18,20,90,8,1328,19,45,14,7,33,21,567,14,39,7,64,2,7,41,8,2,2,93,35,10,299,,1,26,3,170,43,7,5,4,4,124,1,5,176,85,80,307,6,19,7,29,5,1,1,2,,8,1,90,6,28,16,4,,,,,,14,5,4,,,27,1,19,13,13,114,38,46,13,,51,,20,4,16,7,14,6,0,2,632,16,174,7,80,36,40,1650,1,513,186,3,306,184,200,3,33,6,,10,,7,1,16,24,2,,,7,,7,5,14,2,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,156,8,,,43306
332320,,10,96,141,,2,,,4,36,,,,,,2,4,,,,,1,2,,,47,1,21,,123,416,10,3,7,,38,117,5,,,37,,1,,22,29,1,9,,11,152,21,,949,2,7,51,,3,1,0,,0,1,429,2,,39,,,1,105,,31,190,26,7,139,22,97,48,148,13,195,108,38,14,42,85,,22,,,,7,1,16,,12,530,394,,,,23,,218,9,4,3,71,2,10,211,43,2,15,117,149,336,17,1,3,,,,1,1,,,77,1,,,,36,0,64,21,,203,236,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,64,,,,,,,,,,,,,,,,,,,,,1240,,,,41400
332410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,13,,,3,55,,,,3,,,,1,,,,,9,338,,,,10,4,,,,,,31,,,40,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,13,,,8,5,70,,,,1,,11,,3,158,45,186,81,22,32,,,,,,,,,,,6971
332420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,454,,,11,23,,,,12,,,,0,,,,,12,405,,,,,,,,,,,38,,,44,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,87,,,1,16,79,,,,2,3,,,34,146,33,64,24,18,94,,,,,,,,,,88,8055
332430,,,,3,,,,,,,,,,,,,,,,,,,,,,9,12,18,11,66,6,48,14,3353,36,14,32,18,44,9,59,4,12,52,12,5,3,75,38,14,70,,1,30,4,19,43,9,8,7,7,136,1,9,135,81,80,153,9,22,8,14,10,,0,1,0,11,8,1,2,21,19,33,0,,0,,0,29,1,0,,,8,2,20,3,4,24,14,5,0,,24,,7,5,23,10,14,6,0,6,4,19,21,30,89,36,45,14,9,22,1,3,5,5,5,7,45,9,,12,0,10,5,17,33,3,,4,4,,4,3,5,2,2,7,23,1205,7,,,8,3,,36,25,2329,79,122,225,1,25,6,99,,11,223,52,45,56,75,104,3167,,,1751,,,,,,,,,,,,,,,,,,,30,1,1,185,0,8,4,29,173,,,2,5,17,9,,76,312,68,138,9,36,203,,,,,,,33,11,,,17580
332500,,82,124,143,,,1,6,,,,,,,,,,,,,,,,,,,,0,,2,424,1,,1,506,7,53,346,1,1,8,,1,1,4,1,0,19,1,5,1,,0,1,1,94,,,1,,,0,,,34,1,,0,1,1,,8,0,,,9,,,,10,,,11,,,,,,,1,,,,,,,1,,1,,,,,,,,,94,321,47,167,141,0,1,1,4,1,4,0,72,2,233,85,263,,,0,3,238,1,2,1,177,237,46,22,30,36,295,,1,1,,,,,1,,,99,23,,,,,,,,,,,6,,4,,,,,7,,,,,,,25,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,159,,302,3,8728
332600,,,,1,,,,,,,,,,,,,,142,,,,,,,1,1,1,3,7,1,4,2,1,0,16,477,43,130,2,1,24,0,1,4,4,1,1,1,3,23,10,1,0,1,1,8,0,1,1,1,1,1,0,1,1,1,0,,1,1,1,36,1,,,,,0,,,,0,77,1,,0,,,0,1,1,,,,2,1,2,0,2,4,1,1,1,,2,,0,28,501,41,280,,0,2,2,1,1,3,11,3,2,340,518,340,,,397,1,,1,2,1,,178,4,7,1,0,1,445,2,2,0,,0,1,1,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,93,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,471,5645
